0,1,"1970-01-01 00:00:01","2038-01-01 00:00:00",0," "," "," "," "," "," ",0
1,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",205715,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","15250/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de Máquinas e Equipamentos para Município de o Novo Alegre – TO",33266248000158
2,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",206123,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","15637/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de Patrulha Mecanizada, para o Município de Itapetim/PE.",11358157000100
3,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",208525,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","17865/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","AQUISIÇÃO DE UMA PA CARREGADEIRA DE PENUS COM NO MÍNIMO 127 HP.",2056760000146
4,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",208976,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","18302/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","AQUISIÇÃO DE CAMINHÃO CAÇAMBA NO MUNICÍPIO DE AMARALINA",1492098000104
5,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",209545,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","18829/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","RECUPERAÇÃO DE ESTRADAS VICINAIS",1613094000137
6,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",210764,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","19969/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de Trator Agricola e Equipamentos.",4629697000115
7,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",211824,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","20973/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Construção de Pontes e Mata-burros.",27722000130
8,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",212313,"MINISTERIO DOS DIREITOS HUMANOS E CIDADANIA","Administração Pública Estadual ou do Distrito Federal","21428/2010","MINISTERIO DOS DIREITOS HUMANOS E CIDADANIA","Proposta/Plano de Trabalho Aprovados","Prover o Governo do Estado de um acervo de dados e informações sobre os temas relativos à Mulher em Pernambuco, reunidas, sistematizadas e analisadas, que além de informar, orientar e esclarecer sirva também como instrumento de suporte à tomada de decisão, ou seja ao planejamento e gestão das ações dirigidas a esse segmento da população.",9601781000144
9,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",212837,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","21932/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho em Complementação","Patrulha Mecanizada",1321850000154
10,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",214148,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","23165/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de um caminhão basculante para o Município de Santana do Matos/RN, modelo C-1317E, motor Cummins/Interact 4 170 P5, diesel com 4 cilindros em linha, 170 cv, 2500 rpm, injeção eletrônica, direção hidráulica, tração 4x2, carga útil de 8600 kg, peso bruto total 13000 kg.",8110439000189
11,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",214223,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","23227/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","AQUISIÇÃO DE CAMINHÃO PARA ESCOAMENTO DA PRODUÇÃO AGROPECUÁRIA",4329736000169
12,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",214914,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","23874/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de patrulha mecanizada",25063991000182
13,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",215905,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","24807/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de 01 (Uma) Motoniveladora (Patrol) e 01 (Um) caminhão com carroceria.",13897111000194
14,1,"1970-01-01 00:00:00","2037-12-31 23:59:59",216562,"MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Administração Pública Municipal","25440/2010","MINISTÉRIO DA AGRICULTURA E PECUÁRIA","Proposta/Plano de Trabalho Aprovados","Aquisição de Patrulha Mecanizada Agrícola composta por Trator agricola,Grade aradora, Terraceador de arrasto, Colhedora de forragens e Sulcador.",3575727000195
